No,tanggal,hari,bulan,tahun,barang,nopol,netto_kg,kabkot_supplier,jenis_kendaraan_supplier
44545,12/01/2021,12,1,2021,Sampah,aa 9532 ha,2050,Kota Magelang,Kendaraan Khusus
44549,12/01/2021,12,1,2021,Sampah,aa 9574 fa,960,Kabupaten Wonosobo,Kendaraan Khusus
44551,12/01/2021,12,1,2021,Sampah,aa 9569 fa,1655,Kabupaten Wonosobo,Kendaraan Khusus
44552,12/01/2021,12,1,2021,Sampah,aa 9845 da,430,Kabupaten Kebumen,Kendaraan Khusus
44553,12/01/2021,12,1,2021,Sampah,aa 9577 fa,1320,Kabupaten Wonosobo,Kendaraan Khusus
44555,12/01/2021,12,1,2021,Sampah,aa 9849 da,850,Kabupaten Kebumen,Kendaraan Khusus
44558,12/01/2021,12,1,2021,Sampah,aa 9571 fa,1735,Kabupaten Wonosobo,Kendaraan Khusus
44559,12/01/2021,12,1,2021,Sampah,aa 9530 ha,4180,Kota Magelang,Kendaraan Khusus
44560,12/01/2021,12,1,2021,Sampah,aa 9579 fa,1810,Kabupaten Wonosobo,Kendaraan Khusus
44561,12/01/2021,12,1,2021,Sampah,aa 9536 ha,1770,Kota Magelang,Kendaraan Khusus
44562,12/01/2021,12,1,2021,Sampah,aa 9531 aa,1655,Kota Magelang,Kendaraan Khusus
44563,12/01/2021,12,1,2021,Sampah,aa 9540 ha,590,Kota Magelang,Kendaraan Khusus
44566,12/01/2021,12,1,2021,Sampah,aa 9570 fa,1995,Kabupaten Wonosobo,Kendaraan Khusus
44567,12/01/2021,12,1,2021,Sampah Terpilah,aa 1902 wd,745,Kabupaten Kebumen,Mobil Pribadi
44568,12/01/2021,12,1,2021,Sampah,aa 9664 da,290,Kabupaten Kebumen,Kendaraan Khusus
44569,12/01/2021,12,1,2021,Sampah,aa 9577 fa,1680,Kabupaten Wonosobo,Kendaraan Khusus
44571,12/01/2021,12,1,2021,Sampah,aa 9848 da,440,Kabupaten Kebumen,Kendaraan Khusus
44572,12/01/2021,12,1,2021,Sampah,aa 9873 da,430,Kabupaten Kebumen,Kendaraan Khusus
44574,12/01/2021,12,1,2021,Sampah,aa 9530 kh,2810,Kabupaten Magelang,Kendaraan Khusus
44575,12/01/2021,12,1,2021,Sampah,aa 9569 ga,1095,Kabupaten Magelang,Kendaraan Khusus
44577,12/01/2021,12,1,2021,Sampah,aa 9578 fa,2130,Kabupaten Wonosobo,Kendaraan Khusus
44578,12/01/2021,12,1,2021,Sampah,aa 9586 ga,1175,Kabupaten Magelang,Kendaraan Khusus
44579,12/01/2021,12,1,2021,Sampah,aa 9541 ha,2240,Kota Magelang,Kendaraan Khusus
44580,12/01/2021,12,1,2021,Sampah,aa 9538 ha,4040,Kota Magelang,Kendaraan Khusus
44584,12/01/2021,12,1,2021,Sampah,aa 9873 da,330,Kabupaten Kebumen,Kendaraan Khusus
44585,12/01/2021,12,1,2021,Sampah,aa 9847 da,520,Kabupaten Kebumen,Kendaraan Khusus
44587,12/01/2021,12,1,2021,Sampah,aa 9582 fa,1395,Kabupaten Wonosobo,Kendaraan Khusus
44588,12/01/2021,12,1,2021,Sampah,aa 9829 da,510,Kabupaten Kebumen,Kendaraan Khusus
44589,12/01/2021,12,1,2021,Sampah,aa 1886 ha,765,Kota Magelang,Mobil Pribadi
44592,12/01/2021,12,1,2021,Sampah,aa 9845 da,530,Kabupaten Kebumen,Kendaraan Khusus
44593,12/01/2021,12,1,2021,Sampah,aa 9568 fa,1335,Kabupaten Wonosobo,Kendaraan Khusus
44594,12/01/2021,12,1,2021,Sampah,aa 9586 ga,1185,Kabupaten Magelang,Kendaraan Khusus
44596,12/01/2021,12,1,2021,Sampah,aa 1737 jh,445,Kabupaten Kebumen,Mobil Pribadi
44597,12/01/2021,12,1,2021,Sampah,aa 9571 fa,1135,Kabupaten Wonosobo,Kendaraan Khusus
44598,12/01/2021,12,1,2021,Sampah,aa 9848 da,420,Kabupaten Kebumen,Kendaraan Khusus
44599,12/01/2021,12,1,2021,Sampah,aa 9576 ha,635,Kota Magelang,Kendaraan Khusus
44601,11/01/2021,11,1,2021,Sampah,ab 9699 we,1145,Kabupaten Gunungkidul,Kendaraan Khusus
44604,11/01/2021,11,1,2021,Sampah,aa 9530 ha,2170,Kota Magelang,Kendaraan Khusus
44605,11/01/2021,11,1,2021,Sampah,aa 9530 ha,3100,Kota Magelang,Kendaraan Khusus
44606,11/01/2021,11,1,2021,Sampah,aa 9532 ha,1380,Kota Magelang,Kendaraan Khusus
44609,11/01/2021,11,1,2021,Sampah,aa 9574 fa,830,Kabupaten Wonosobo,Kendaraan Khusus
44611,11/01/2021,11,1,2021,Sampah,aa 9579 fa,470,Kabupaten Wonosobo,Kendaraan Khusus
44612,11/01/2021,11,1,2021,Sampah,aa 9569 ga,665,Kabupaten Magelang,Kendaraan Khusus
44613,11/01/2021,11,1,2021,Sampah,aa 9569 fa,1675,Kabupaten Wonosobo,Kendaraan Khusus
44614,11/01/2021,11,1,2021,Sampah,aa 9538 ha,2860,Kota Magelang,Kendaraan Khusus
44615,11/01/2021,11,1,2021,Sampah,aa 9845 da,530,Kabupaten Kebumen,Kendaraan Khusus
44616,11/01/2021,11,1,2021,Sampah,aa 9569 fa,1345,Kabupaten Wonosobo,Kendaraan Khusus
44617,11/01/2021,11,1,2021,Sampah,aa 9580 fa,1710,Kabupaten Wonosobo,Kendaraan Khusus
44618,11/01/2021,11,1,2021,Sampah,aa 9849 da,780,Kabupaten Kebumen,Kendaraan Khusus
44619,11/01/2021,11,1,2021,Sampah,aa 9579 fa,1590,Kabupaten Wonosobo,Kendaraan Khusus
44621,11/01/2021,11,1,2021,Sampah,aa 9873 da,630,Kabupaten Kebumen,Kendaraan Khusus
44622,11/01/2021,11,1,2021,Sampah,aa 9536 ha,1670,Kota Magelang,Kendaraan Khusus
44623,11/01/2021,11,1,2021,Sampah,ab 9699 we,1075,Kabupaten Gunungkidul,Kendaraan Khusus
44624,11/01/2021,11,1,2021,Sampah,aa 9531 aa,1655,Kota Magelang,Kendaraan Khusus
44626,11/01/2021,11,1,2021,Sampah,aa 9577 fa,1850,Kabupaten Wonosobo,Kendaraan Khusus
44627,11/01/2021,11,1,2021,Sampah,aa 9540 ha,590,Kota Magelang,Kendaraan Khusus
44628,11/01/2021,11,1,2021,Sampah,aa 1737 jh,605,Kabupaten Kebumen,Mobil Pribadi
44630,11/01/2021,11,1,2021,Sampah,aa 9568 fa,1185,Kabupaten Wonosobo,Kendaraan Khusus
44631,11/01/2021,11,1,2021,Sampah,aa 9569 ga,1205,Kabupaten Magelang,Kendaraan Khusus
44632,11/01/2021,11,1,2021,Sampah,aa 9530 kh,2870,Kabupaten Magelang,Kendaraan Khusus
44633,11/01/2021,11,1,2021,Sampah,aa 9570 fa,2085,Kabupaten Wonosobo,Kendaraan Khusus
44634,11/01/2021,11,1,2021,Sampah,aa 9541 ha,2060,Kota Magelang,Kendaraan Khusus
44637,11/01/2021,11,1,2021,Sampah,aa 9567 la,1695,Kabupaten Purworejo,Kendaraan Khusus
44638,11/01/2021,11,1,2021,Sampah,aa 9582 fa,1955,Kabupaten Wonosobo,Kendaraan Khusus
44639,11/01/2021,11,1,2021,Sampah,aa 1886 ha,1155,Kota Magelang,Mobil Pribadi
44640,11/01/2021,11,1,2021,Sampah,aa 9578 fa,2230,Kabupaten Wonosobo,Kendaraan Khusus
44641,11/01/2021,11,1,2021,Sampah,aa 9847 da,710,Kabupaten Kebumen,Kendaraan Khusus
44642,11/01/2021,11,1,2021,Sampah,aa 9584 aa,945,Kota Magelang,Kendaraan Khusus
44644,11/01/2021,11,1,2021,Sampah,aa 9552 aa,1060,Kota Magelang,Kendaraan Khusus
44647,11/01/2021,11,1,2021,Sampah,aa 9581 ga,1310,Kabupaten Magelang,Kendaraan Khusus
44648,11/01/2021,11,1,2021,Sampah,aa 9571 fa,1175,Kabupaten Wonosobo,Kendaraan Khusus
44649,11/01/2021,11,1,2021,Sampah,aa 9538 ha,4030,Kota Magelang,Kendaraan Khusus
44650,11/01/2021,11,1,2021,Sampah,aa 9585 ga,1215,Kabupaten Magelang,Kendaraan Khusus
44651,11/01/2021,11,1,2021,Sampah,aa 9586 ga,1165,Kabupaten Magelang,Kendaraan Khusus
44652,11/01/2021,11,1,2021,Sampah,aa 9829 da,410,Kabupaten Kebumen,Kendaraan Khusus
44653,11/01/2021,11,1,2021,Sampah,aa 9846 da,340,Kabupaten Kebumen,Kendaraan Khusus
44654,11/01/2021,11,1,2021,Sampah,aa 1737 jh,445,Kabupaten Kebumen,Mobil Pribadi
44656,11/01/2021,11,1,2021,Sampah,aa 9568 fa,1605,Kabupaten Wonosobo,Kendaraan Khusus
44660,10/01/2021,10,1,2021,Sampah,aa 9552 aa,1350,Kota Magelang,Kendaraan Khusus
44663,10/01/2021,10,1,2021,Sampah,aa 9574 fa,1170,Kabupaten Wonosobo,Kendaraan Khusus
44665,10/01/2021,10,1,2021,Sampah,aa 9664 da,700,Kabupaten Kebumen,Kendaraan Khusus
44666,10/01/2021,10,1,2021,Sampah,aa 9530 ha,3960,Kota Magelang,Kendaraan Khusus
44670,10/01/2021,10,1,2021,Sampah,aa 9530 kh,2320,Kabupaten Magelang,Kendaraan Khusus
44671,10/01/2021,10,1,2021,Sampah,aa 9541 ha,1910,Kota Magelang,Kendaraan Khusus
44672,10/01/2021,10,1,2021,Sampah,aa 9582 fa,1495,Kabupaten Wonosobo,Kendaraan Khusus
44673,10/01/2021,10,1,2021,Sampah,aa 9532 da,480,Kabupaten Kebumen,Kendaraan Khusus
44674,10/01/2021,10,1,2021,Sampah,aa 9537 ha,3650,Kota Magelang,Kendaraan Khusus
44675,10/01/2021,10,1,2021,Sampah,aa 1886 ha,845,Kota Magelang,Mobil Pribadi
44677,10/01/2021,10,1,2021,Sampah,aa 9532 ha,4140,Kota Magelang,Kendaraan Khusus
44679,10/01/2021,10,1,2021,Sampah,aa 9538 ha,3580,Kota Magelang,Kendaraan Khusus
44680,10/01/2021,10,1,2021,Sampah,aa 9586 ga,1045,Kabupaten Magelang,Kendaraan Khusus
44681,10/01/2021,10,1,2021,Sampah,aa 9829 da,500,Kabupaten Kebumen,Kendaraan Khusus
44684,10/01/2021,10,1,2021,Sampah,aa 9576 ha,745,Kota Magelang,Kendaraan Khusus
44686,09/01/2021,9,1,2021,Sampah,aa 1737 jh,1955,Kabupaten Kebumen,Mobil Pribadi
44687,09/01/2021,9,1,2021,Sampah,aa 9552 aa,1960,Kota Magelang,Kendaraan Khusus
44688,09/01/2021,9,1,2021,Sampah,ab 9699 we,1125,Kabupaten Gunungkidul,Kendaraan Khusus
44691,09/01/2021,9,1,2021,Sampah,aa 9530 ha,3330,Kota Magelang,Kendaraan Khusus
44692,09/01/2021,9,1,2021,Sampah,aa 9532 ha,1630,Kota Magelang,Kendaraan Khusus
44694,09/01/2021,9,1,2021,Sampah,aa 9848 da,440,Kabupaten Kebumen,Kendaraan Khusus
44698,09/01/2021,9,1,2021,Sampah,aa 9577 fa,1370,Kabupaten Wonosobo,Kendaraan Khusus
44701,09/01/2021,9,1,2021,Sampah,aa 9569 fa,885,Kabupaten Wonosobo,Kendaraan Khusus
44702,09/01/2021,9,1,2021,Sampah,aa 9569 ga,1025,Kabupaten Magelang,Kendaraan Khusus
44703,09/01/2021,9,1,2021,Sampah,aa 1898 ha,260,Kota Magelang,Mobil Pribadi
44704,09/01/2021,9,1,2021,Sampah,aa 9579 fa,1420,Kabupaten Wonosobo,Kendaraan Khusus
44705,09/01/2021,9,1,2021,Sampah,aa 9849 da,650,Kabupaten Kebumen,Kendaraan Khusus
44706,09/01/2021,9,1,2021,Sampah,aa 9845 da,650,Kabupaten Kebumen,Kendaraan Khusus
44711,09/01/2021,9,1,2021,Sampah,aa 9570 fa,2215,Kabupaten Wonosobo,Kendaraan Khusus
44713,09/01/2021,9,1,2021,Sampah,aa 9873 da,700,Kabupaten Kebumen,Kendaraan Khusus
44714,09/01/2021,9,1,2021,Sampah,aa 9578 fa,2090,Kabupaten Wonosobo,Kendaraan Khusus
44715,09/01/2021,9,1,2021,Sampah,aa 9537 ha,3830,Kota Magelang,Kendaraan Khusus
44717,09/01/2021,9,1,2021,Sampah,aa 9530 ha,3900,Kota Magelang,Kendaraan Khusus
44718,09/01/2021,9,1,2021,Sampah,aa 9580 fa,1150,Kabupaten Wonosobo,Kendaraan Khusus
44719,09/01/2021,9,1,2021,Sampah,aa 9531 aa,1555,Kota Magelang,Kendaraan Khusus
44721,09/01/2021,9,1,2021,Sampah,aa 9847 da,700,Kabupaten Kebumen,Kendaraan Khusus
44722,09/01/2021,9,1,2021,Sampah,aa 9577 fa,1660,Kabupaten Wonosobo,Kendaraan Khusus
44723,09/01/2021,9,1,2021,Sampah,aa 9536 ha,920,Kota Magelang,Kendaraan Khusus
44724,09/01/2021,9,1,2021,Sampah,aa 1917 dh,455,Kabupaten Kebumen,Mobil Pribadi
44725,09/01/2021,9,1,2021,Sampah,aa 9541 ha,2200,Kota Magelang,Kendaraan Khusus
44728,09/01/2021,9,1,2021,Sampah,aa 9538 ha,3580,Kota Magelang,Kendaraan Khusus
44729,09/01/2021,9,1,2021,Sampah,aa 9552 aa,1570,Kota Magelang,Kendaraan Khusus
44730,09/01/2021,9,1,2021,Sampah Terpilah,aa 1886 ha,1155,Kota Magelang,Mobil Pribadi
44731,09/01/2021,9,1,2021,Sampah,aa 9582 fa,1885,Kabupaten Wonosobo,Kendaraan Khusus
44733,09/01/2021,9,1,2021,Sampah,aa 9830 da,860,Kabupaten Kebumen,Kendaraan Khusus
44734,09/01/2021,9,1,2021,Sampah,aa 9568 fa,1745,Kabupaten Wonosobo,Kendaraan Khusus
44735,09/01/2021,9,1,2021,Sampah,aa 9532 ha,3820,Kota Magelang,Kendaraan Khusus
44736,09/01/2021,9,1,2021,Sampah,aa 9576 ha,715,Kota Magelang,Kendaraan Khusus
44737,09/01/2021,9,1,2021,Sampah,aa 9574 fa,980,Kabupaten Wonosobo,Kendaraan Khusus
44738,09/01/2021,9,1,2021,Sampah,aa 9829 da,720,Kabupaten Kebumen,Kendaraan Khusus
44739,09/01/2021,9,1,2021,Sampah,aa 9586 ga,1095,Kabupaten Magelang,Kendaraan Khusus
44740,09/01/2021,9,1,2021,Sampah,aa 9845 da,300,Kabupaten Kebumen,Kendaraan Khusus
44742,09/01/2021,9,1,2021,Sampah,aa 9585 ga,895,Kabupaten Magelang,Kendaraan Khusus
44743,09/01/2021,9,1,2021,Sampah,aa 9846 da,300,Kabupaten Kebumen,Kendaraan Khusus
44747,08/01/2021,8,1,2021,Sampah,ab 9699 we,985,Kabupaten Gunungkidul,Kendaraan Khusus
44748,08/01/2021,8,1,2021,Sampah,aa 9552 aa,2300,Kota Magelang,Kendaraan Khusus
44749,08/01/2021,8,1,2021,Sampah,aa 9532 ha,2440,Kota Magelang,Kendaraan Khusus
44751,08/01/2021,8,1,2021,Sampah,aa 9541 ha,660,Kota Magelang,Kendaraan Khusus
44753,08/01/2021,8,1,2021,Sampah,aa 9569 ga,755,Kabupaten Magelang,Kendaraan Khusus
44755,08/01/2021,8,1,2021,Sampah,aa 1737 jh,585,Kabupaten Kebumen,Mobil Pribadi
44756,08/01/2021,8,1,2021,Sampah,aa 9574 fa,870,Kabupaten Wonosobo,Kendaraan Khusus
44758,08/01/2021,8,1,2021,Sampah,aa 9848 da,460,Kabupaten Kebumen,Kendaraan Khusus
44759,08/01/2021,8,1,2021,Sampah,aa 9664 da,700,Kabupaten Kebumen,Kendaraan Khusus
44760,08/01/2021,8,1,2021,Sampah,aa 9845 da,370,Kabupaten Kebumen,Kendaraan Khusus
44761,08/01/2021,8,1,2021,Sampah,aa 9579 fa,1600,Kabupaten Wonosobo,Kendaraan Khusus
44762,08/01/2021,8,1,2021,Sampah,aa 9569 ga,1065,Kabupaten Magelang,Kendaraan Khusus
44764,08/01/2021,8,1,2021,Sampah,aa 9530 ha,4180,Kota Magelang,Kendaraan Khusus
44765,08/01/2021,8,1,2021,Sampah,aa 9571 fa,995,Kabupaten Wonosobo,Kendaraan Khusus
44766,08/01/2021,8,1,2021,Sampah,aa 9570 fa,1765,Kabupaten Wonosobo,Kendaraan Khusus
44767,08/01/2021,8,1,2021,Sampah,aa 9577 fa,1670,Kabupaten Wonosobo,Kendaraan Khusus
44769,08/01/2021,8,1,2021,Sampah,aa 9578 fa,1720,Kabupaten Wonosobo,Kendaraan Khusus
44771,08/01/2021,8,1,2021,Sampah,aa 9541 ha,1420,Kota Magelang,Kendaraan Khusus
44772,08/01/2021,8,1,2021,Sampah,aa 9530 kh,2280,Kabupaten Magelang,Kendaraan Khusus
44773,08/01/2021,8,1,2021,Sampah,aa 9664 da,80,Kabupaten Kebumen,Kendaraan Khusus
44774,08/01/2021,8,1,2021,Sampah,aa 9582 fa,1225,Kabupaten Wonosobo,Kendaraan Khusus
44775,08/01/2021,8,1,2021,Sampah,aa 9537 ha,3500,Kota Magelang,Kendaraan Khusus
44777,08/01/2021,8,1,2021,Sampah,aa 9531 aa,1045,Kota Magelang,Kendaraan Khusus
44778,08/01/2021,8,1,2021,Sampah,aa 9586 ga,1115,Kabupaten Magelang,Kendaraan Khusus
44780,08/01/2021,8,1,2021,Sampah,aa 9568 fa,1575,Kabupaten Wonosobo,Kendaraan Khusus
44781,08/01/2021,8,1,2021,Sampah,aa 9585 ga,1435,Kabupaten Magelang,Kendaraan Khusus
44782,08/01/2021,8,1,2021,Sampah,aa 9541 ha,70,Kota Magelang,Kendaraan Khusus
44783,08/01/2021,8,1,2021,Sampah,aa 9531 aa,1185,Kota Magelang,Kendaraan Khusus
44785,08/01/2021,8,1,2021,Sampah,aa 1886 ha,755,Kota Magelang,Mobil Pribadi
44786,08/01/2021,8,1,2021,Sampah,aa 9581 ga,1410,Kabupaten Magelang,Kendaraan Khusus
44788,08/01/2021,8,1,2021,Sampah,aa 9829 da,480,Kabupaten Kebumen,Kendaraan Khusus
44789,08/01/2021,8,1,2021,Sampah,aa 9571 fa,1105,Kabupaten Wonosobo,Kendaraan Khusus
44791,08/01/2021,8,1,2021,Sampah,aa 9846 da,340,Kabupaten Kebumen,Kendaraan Khusus
44794,08/01/2021,8,1,2021,Sampah,aa 9567 la,1185,Kabupaten Purworejo,Kendaraan Khusus
44796,07/01/2021,7,1,2021,Sampah,aa 9664 da,510,Kabupaten Kebumen,Kendaraan Khusus
44797,07/01/2021,7,1,2021,Sampah,aa 9541 ha,680,Kota Magelang,Kendaraan Khusus
44799,07/01/2021,7,1,2021,Sampah,aa 9532 ha,1570,Kota Magelang,Kendaraan Khusus
44800,07/01/2021,7,1,2021,Sampah,aa 9569 ga,1115,Kabupaten Magelang,Kendaraan Khusus
44801,07/01/2021,7,1,2021,Sampah,aa 9549 ha,3210,Kota Magelang,Kendaraan Khusus
44806,07/01/2021,7,1,2021,Sampah,aa 9668 da,360,Kabupaten Kebumen,Kendaraan Khusus
44807,07/01/2021,7,1,2021,Sampah,aa 9574 fa,960,Kabupaten Wonosobo,Kendaraan Khusus
44809,07/01/2021,7,1,2021,Sampah,aa 1975 qh,1215,Kabupaten Purworejo,Mobil Pribadi
44810,07/01/2021,7,1,2021,Sampah,aa 1734 ah,15,Kota Magelang,Mobil Pribadi
44811,07/01/2021,7,1,2021,Sampah,aa 9569 fa,1255,Kabupaten Wonosobo,Kendaraan Khusus
44812,07/01/2021,7,1,2021,Sampah,aa 9664 da,640,Kabupaten Kebumen,Kendaraan Khusus
44813,07/01/2021,7,1,2021,Sampah,aa 9569 ga,1485,Kabupaten Magelang,Kendaraan Khusus
44814,07/01/2021,7,1,2021,Sampah,aa 9580 fa,1250,Kabupaten Wonosobo,Kendaraan Khusus
44815,07/01/2021,7,1,2021,Sampah,aa 9845 da,360,Kabupaten Kebumen,Kendaraan Khusus
44816,07/01/2021,7,1,2021,Sampah,aa 9536 ha,1420,Kota Magelang,Kendaraan Khusus
44817,07/01/2021,7,1,2021,Sampah Terpilah,aa 1898 ha,300,Kota Magelang,Mobil Pribadi
44818,07/01/2021,7,1,2021,Sampah,aa 9848 da,440,Kabupaten Kebumen,Kendaraan Khusus
44819,07/01/2021,7,1,2021,Sampah,aa 9532 da,280,Kabupaten Kebumen,Kendaraan Khusus
44820,07/01/2021,7,1,2021,Sampah,aa 9579 fa,1410,Kabupaten Wonosobo,Kendaraan Khusus
44821,07/01/2021,7,1,2021,Sampah,aa 9549 ha,3400,Kota Magelang,Kendaraan Khusus
44823,07/01/2021,7,1,2021,Sampah,aa 9540 ha,1070,Kota Magelang,Kendaraan Khusus
44824,07/01/2021,7,1,2021,Sampah,aa 9873 da,810,Kabupaten Kebumen,Kendaraan Khusus
44825,07/01/2021,7,1,2021,Sampah,aa 9578 fa,2200,Kabupaten Wonosobo,Kendaraan Khusus
44826,07/01/2021,7,1,2021,Sampah,aa 9530 kh,2810,Kabupaten Magelang,Kendaraan Khusus
44828,07/01/2021,7,1,2021,Sampah,aa 9531 aa,2045,Kota Magelang,Kendaraan Khusus
44830,07/01/2021,7,1,2021,Sampah,aa 9553 aa,990,Kota Magelang,Kendaraan Khusus
44831,07/01/2021,7,1,2021,Sampah,aa 9541 ha,2420,Kota Magelang,Kendaraan Khusus
44832,07/01/2021,7,1,2021,Sampah,aa 9577 fa,1970,Kabupaten Wonosobo,Kendaraan Khusus
44833,07/01/2021,7,1,2021,Sampah,aa 9578 aa,960,Kota Magelang,Kendaraan Khusus
44834,07/01/2021,7,1,2021,Sampah,aa 9537 ha,3910,Kota Magelang,Kendaraan Khusus
44835,07/01/2021,7,1,2021,Sampah,aa 9849 da,650,Kabupaten Kebumen,Kendaraan Khusus
44836,07/01/2021,7,1,2021,Sampah,aa 9829 da,550,Kabupaten Kebumen,Kendaraan Khusus
44837,07/01/2021,7,1,2021,Sampah,aa 9531 aa,995,Kota Magelang,Kendaraan Khusus
44838,07/01/2021,7,1,2021,Sampah,aa 9538 ha,3560,Kota Magelang,Kendaraan Khusus
44840,07/01/2021,7,1,2021,Sampah,aa 9586 ga,1105,Kabupaten Magelang,Kendaraan Khusus
44841,07/01/2021,7,1,2021,Sampah,aa 1886 ha,25,Kota Magelang,Mobil Pribadi
44843,07/01/2021,7,1,2021,Sampah,aa 9582 fa,525,Kabupaten Wonosobo,Kendaraan Khusus
44845,07/01/2021,7,1,2021,Sampah,aa 9568 fa,1105,Kabupaten Wonosobo,Kendaraan Khusus
44846,07/01/2021,7,1,2021,Sampah,aa 9571 fa,1055,Kabupaten Wonosobo,Kendaraan Khusus
44848,07/01/2021,7,1,2021,Sampah,aa 9846 da,240,Kabupaten Kebumen,Kendaraan Khusus
44849,07/01/2021,7,1,2021,Sampah,aa 1737 jh,255,Kabupaten Kebumen,Mobil Pribadi
44856,06/01/2021,6,1,2021,Sampah,aa 9541 ha,1130,Kota Magelang,Kendaraan Khusus
44858,06/01/2021,6,1,2021,Sampah,aa 9577 fa,1750,Kabupaten Wonosobo,Kendaraan Khusus
44859,06/01/2021,6,1,2021,Sampah,aa 1737 jh,225,Kabupaten Kebumen,Mobil Pribadi
44861,06/01/2021,6,1,2021,Sampah,aa 9569 fa,1595,Kabupaten Wonosobo,Kendaraan Khusus
44862,06/01/2021,6,1,2021,Sampah,aa 9664 da,800,Kabupaten Kebumen,Kendaraan Khusus
44863,06/01/2021,6,1,2021,Sampah,aa 9578 fa,1040,Kabupaten Wonosobo,Kendaraan Khusus
44864,06/01/2021,6,1,2021,Sampah,aa 9581 ga,1080,Kabupaten Magelang,Kendaraan Khusus
44866,06/01/2021,6,1,2021,Sampah,aa 9579 fa,1750,Kabupaten Wonosobo,Kendaraan Khusus
44867,06/01/2021,6,1,2021,Sampah,aa 9845 da,370,Kabupaten Kebumen,Kendaraan Khusus
44868,06/01/2021,6,1,2021,Sampah,aa 1737 jh,565,Kabupaten Kebumen,Mobil Pribadi
44869,06/01/2021,6,1,2021,Sampah,aa 9569 ga,555,Kabupaten Magelang,Kendaraan Khusus
44870,06/01/2021,6,1,2021,Sampah,aa 9570 fa,1995,Kabupaten Wonosobo,Kendaraan Khusus
44871,06/01/2021,6,1,2021,Sampah,aa 9537 ha,3950,Kota Magelang,Kendaraan Khusus
44872,06/01/2021,6,1,2021,Sampah,aa 9873 da,880,Kabupaten Kebumen,Kendaraan Khusus
44873,06/01/2021,6,1,2021,Sampah,aa 9540 ha,1180,Kota Magelang,Kendaraan Khusus
44874,06/01/2021,6,1,2021,Sampah,aa 9552 aa,4180,Kota Magelang,Kendaraan Khusus
44875,06/01/2021,6,1,2021,Sampah,aa 9577 fa,1770,Kabupaten Wonosobo,Kendaraan Khusus
44876,06/01/2021,6,1,2021,Sampah,aa 9532 da,280,Kabupaten Kebumen,Kendaraan Khusus
44877,06/01/2021,6,1,2021,Sampah,aa 9585 ga,645,Kabupaten Magelang,Kendaraan Khusus
44878,06/01/2021,6,1,2021,Sampah,aa 9531 aa,1525,Kota Magelang,Kendaraan Khusus
44879,06/01/2021,6,1,2021,Sampah,aa 9569 ga,1595,Kabupaten Magelang,Kendaraan Khusus
44880,06/01/2021,6,1,2021,Sampah,aa 9578 aa,400,Kota Magelang,Kendaraan Khusus
44881,06/01/2021,6,1,2021,Sampah,aa 9578 fa,2230,Kabupaten Wonosobo,Kendaraan Khusus
44882,06/01/2021,6,1,2021,Sampah,aa 9580 fa,1210,Kabupaten Wonosobo,Kendaraan Khusus
44885,06/01/2021,6,1,2021,Sampah,aa 9530 kh,2690,Kabupaten Magelang,Kendaraan Khusus
44886,06/01/2021,6,1,2021,Sampah,aa 9668 da,410,Kabupaten Kebumen,Kendaraan Khusus
44887,06/01/2021,6,1,2021,Sampah Terpilah,aa 1898 ha,470,Kota Magelang,Mobil Pribadi
44889,06/01/2021,6,1,2021,Sampah,aa 9847 da,670,Kabupaten Kebumen,Kendaraan Khusus
44891,06/01/2021,6,1,2021,Sampah,aa 9538 ha,3580,Kota Magelang,Kendaraan Khusus
44892,06/01/2021,6,1,2021,Sampah,aa 9541 ha,1760,Kota Magelang,Kendaraan Khusus
44893,06/01/2021,6,1,2021,Sampah,aa 9848 da,410,Kabupaten Kebumen,Kendaraan Khusus
44894,06/01/2021,6,1,2021,Sampah,aa 9567 la,1585,Kabupaten Purworejo,Kendaraan Khusus
44895,06/01/2021,6,1,2021,Sampah,aa 9531 aa,2465,Kota Magelang,Kendaraan Khusus
44896,06/01/2021,6,1,2021,Sampah,aa 9568 fa,1625,Kabupaten Wonosobo,Kendaraan Khusus
44897,06/01/2021,6,1,2021,Sampah,aa 9829 da,450,Kabupaten Kebumen,Kendaraan Khusus
44898,06/01/2021,6,1,2021,Sampah,aa 9582 fa,1565,Kabupaten Wonosobo,Kendaraan Khusus
44899,06/01/2021,6,1,2021,Sampah,aa 1886 ha,685,Kota Magelang,Mobil Pribadi
44900,06/01/2021,6,1,2021,Sampah,aa 9532 ha,3080,Kota Magelang,Kendaraan Khusus
44903,06/01/2021,6,1,2021,Sampah,aa 9569 ga,535,Kabupaten Magelang,Kendaraan Khusus
44904,06/01/2021,6,1,2021,Sampah,aa 9586 ga,1045,Kabupaten Magelang,Kendaraan Khusus
44906,06/01/2021,6,1,2021,Sampah,aa 9846 da,220,Kabupaten Kebumen,Kendaraan Khusus
44907,06/01/2021,6,1,2021,Sampah,aa 9584 aa,535,Kota Magelang,Kendaraan Khusus
44908,06/01/2021,6,1,2021,Sampah,aa 9576 ha,435,Kota Magelang,Kendaraan Khusus
44909,06/01/2021,6,1,2021,Sampah,aa 9531 aa,1435,Kota Magelang,Kendaraan Khusus
44910,06/01/2021,6,1,2021,Sampah,aa 9574 fa,780,Kabupaten Wonosobo,Kendaraan Khusus
